wall_time_s,timesteps,episode,variant,seed,return,length_steps,elapsed_s,success,collision,outside_route_bounds,termination_reason,final_goal_distance_m,minimum_true_cpa_m,final_track_count,reward_progress,reward_collision,reward_proximity,reward_jitter,reward_effort,reward_goal
1800.0626947879791,26812,92,abl_blind,420091,-2.4754068378759224,232,1159.9999999994927,0,0,1,outside_route_bounds,921.8369775743602,105.6357976519102,2,-0.26463229410281786,0.0,0.0,2.1080768644809726,0.10269767929213157,0.0
1820.887081861496,27155,93,abl_blind,420092,-1.5312132158872853,343,1714.999999998988,0,0,1,outside_route_bounds,732.251002008214,101.89775756239473,1,-0.16771894526338096,0.0,0.0,1.1602525413036342,0.20324172932027038,0.0
1841.9805281162262,27493,94,abl_blind,420093,-0.8115352867135472,338,1689.9999999990107,0,0,1,outside_route_bounds,955.3406514236424,115.61106832460243,1,-0.2725352789817992,0.0,0.0,0.335982710123062,0.20301729760868567,0.0
1859.239000082016,27767,95,abl_blind,420094,-3.1254549552650275,274,1369.9999999993017,0,0,1,outside_route_bounds,912.818952341796,115.80710789462219,1,-0.2564454040527082,0.0,0.0,2.7381860561668883,0.1308234950454324,0.0
1875.0696487426758,28033,96,abl_blind,420095,-0.47133358543952486,266,1329.9999999993381,0,0,1,outside_route_bounds,569.2815476188537,99.88500742381422,1,-0.08344527182758266,0.0,0.0,0.27050885558128357,0.11737945803065836,0.0
1887.2550919055939,28232,97,abl_blind,420096,-1.9011835782240551,199,994.9999999996428,0,0,1,outside_route_bounds,919.0246882374254,112.18109014899358,1,-0.2589579064119927,0.0,0.0,1.5697306185960773,0.07249505321598557,0.0
1906.0468018054962,28547,98,abl_blind,420097,-3.6352125593169036,315,1574.9999999991153,0,0,1,outside_route_bounds,910.4809928233233,111.36477750213919,1,-0.2569479507925188,0.0,0.0,3.2110147267580014,0.1672498817663792,0.0
1919.7454090118408,28777,99,abl_blind,420098,-0.5212360609984173,230,1149.9999999995018,0,0,1,outside_route_bounds,752.9293434160826,100.14366958109315,1,-0.17102722319911454,0.0,0.0,0.24443609267473224,0.10577274512457063,0.0
1942.050488948822,29131,100,abl_blind,420099,-0.8841271485881104,354,1769.999999998938,0,0,1,outside_route_bounds,840.6892330713893,120.38124454401819,1,-0.21929260220997115,0.0,0.0,0.47439158260822284,0.19044296376991585,0.0
1964.630462884903,29492,101,abl_blind,420100,-0.49638273828465335,361,1804.999999998906,0,0,0,timeout,482.2648653069756,39.90867360937434,1,-0.04123696836315749,0.0,0.0,0.2518045246601104,0.2033412452613854,0.0
