scenario_id,axis,tier,vehicle_id,controller,seeds,progress_mean_m,success_rate,energy_mean
res-02-high-sensor-power,resources,simple,vehicle-c-azimuth,mpc,1,-0.000021590877637756023,0,0.021500022908128066
res-03-switching-penalty,resources,moderate,vehicle-a-otter,mpc,1,0.000032488676602770994,0,0.021500053830243712
res-03-switching-penalty,resources,moderate,vehicle-b-rudder,mpc,1,0.14888622770691562,0,0.3940612264935689
res-03-switching-penalty,resources,moderate,vehicle-c-azimuth,mpc,1,-0.011313395047139796,0,2.1502755084907945
res-04-bandwidth-budget,resources,moderate,vehicle-a-otter,mpc,1,0.000032488676602770994,0,0.021500053830243712
res-04-bandwidth-budget,resources,moderate,vehicle-b-rudder,mpc,1,0.14888622770691562,0,0.3940612264935689
res-04-bandwidth-budget,resources,moderate,vehicle-c-azimuth,mpc,1,-0.011313395047139796,0,2.1502755084907945
res-05-compute-budget,resources,moderate,vehicle-a-otter,mpc,1,0.7317148441328278,0,1.7424069222288336
res-05-compute-budget,resources,moderate,vehicle-b-rudder,mpc,1,1.3162728376726887,0,1.0095007087331167
res-05-compute-budget,resources,moderate,vehicle-c-azimuth,mpc,1,0.010345064026303419,0,2.15033584143826
res-06-mixed-energy-tradeoff,resources,moderate,vehicle-a-otter,mpc,1,1.0607861138825254,0,2.187782792046402
res-06-mixed-energy-tradeoff,resources,moderate,vehicle-b-rudder,mpc,1,2.0906943347114075,0,1.3648925680048034
res-06-mixed-energy-tradeoff,resources,moderate,vehicle-c-azimuth,mpc,1,0.02022708426297104,0,2.1503659089205014
geo-01-open-coastal,geography,simple,vehicle-a-otter,mpc,1,0.00007598164398503471,0,0.02150008730797215
geo-01-open-coastal,geography,simple,vehicle-b-rudder,mpc,1,0.000008051583359591774,0,0.021500011966214993
geo-01-open-coastal,geography,simple,vehicle-c-azimuth,mpc,1,-0.000021590877637756023,0,0.021500022908128066
geo-02-structured-harbor,geography,moderate,vehicle-a-otter,mpc,1,0.04409038695866485,0,0.4519818299596925
geo-02-structured-harbor,geography,moderate,vehicle-b-rudder,mpc,1,0.5218157517084698,0,0.6293506826763781
geo-02-structured-harbor,geography,moderate,vehicle-c-azimuth,mpc,1,-0.0029812879491588617,0,2.15029779295014
geo-03-narrow-channel,geography,moderate,vehicle-a-otter,mpc,1,0.38477768040067506,0,1.2136891684337208
geo-03-narrow-channel,geography,moderate,vehicle-b-rudder,mpc,1,0.9117192925060764,0,0.8217813116177665
geo-03-narrow-channel,geography,moderate,vehicle-c-azimuth,mpc,1,0.004187994959099051,0,2.1503179006387385
geo-04-shallow-hazard,geography,moderate,vehicle-a-otter,mpc,1,0.7317148441328278,0,1.7424069222288336
geo-04-shallow-hazard,geography,moderate,vehicle-b-rudder,mpc,1,1.3162728376726887,0,1.0095007087331167
geo-04-shallow-hazard,geography,moderate,vehicle-c-azimuth,mpc,1,0.010345064026303419,0,2.15033584143826
geo-05-bridge-transit,geography,complex,vehicle-a-otter,mpc,1,1.0586839589549415,0,2.1880984189573303
geo-05-bridge-transit,geography,complex,vehicle-b-rudder,mpc,1,2.976974774508928,0,1.7812282237283412
geo-05-bridge-transit,geography,complex,vehicle-c-azimuth,mpc,1,0.027695486128688884,0,2.150389657621762
geo-06-restricted-region,geography,complex,vehicle-a-otter,mpc,1,1.0586839589549415,0,2.1880984189573303
geo-06-restricted-region,geography,complex,vehicle-b-rudder,mpc,1,2.976974774508928,0,1.7812282237283412
geo-06-restricted-region,geography,complex,vehicle-c-azimuth,mpc,1,0.027695486128688884,0,2.150389657621762
mis-01-waypoint-navigation,mission-integration,simple,vehicle-a-otter,mpc,1,0.00006118669505594809,0,0.021500074061990015
mis-01-waypoint-navigation,mission-integration,simple,vehicle-b-rudder,mpc,1,0.00000814808186699878,0,0.021500012002038785
mis-01-waypoint-navigation,mission-integration,simple,vehicle-c-azimuth,mpc,1,-0.000019788213230675922,0,0.021500022582782705
mis-02-obstacle-avoidance,mission-integration,simple,vehicle-a-otter,mpc,1,0.00006118669505594809,0,0.021500074061990015
mis-02-obstacle-avoidance,mission-integration,simple,vehicle-b-rudder,mpc,1,0.00000814808186699878,0,0.021500012002038785
mis-02-obstacle-avoidance,mission-integration,simple,vehicle-c-azimuth,mpc,1,-0.000019788213230675922,0,0.021500022582782705
mis-03-station-keeping,mission-integration,moderate,vehicle-a-otter,mpc,1,0.04409038695866485,0,0.4519818299596925
mis-03-station-keeping,mission-integration,moderate,vehicle-b-rudder,mpc,1,0.5218157517084698,0,0.6293506826763781
mis-03-station-keeping,mission-integration,moderate,vehicle-c-azimuth,mpc,1,-0.0029812879491588617,0,2.15029779295014
mis-04-channel-traversal,mission-integration,moderate,vehicle-a-otter,mpc,1,1.0720899285849734,0,2.1881515054870713
mis-04-channel-traversal,mission-integration,moderate,vehicle-b-rudder,mpc,1,1.6866114664214047,0,1.1790149675952444
mis-04-channel-traversal,mission-integration,moderate,vehicle-c-azimuth,mpc,1,0.015644831637648515,0,2.150351773322579
mis-05-changing-weather,mission-integration,moderate,vehicle-a-otter,mpc,1,1.0720899285849734,0,2.1881515054870713
mis-05-changing-weather,mission-integration,moderate,vehicle-b-rudder,mpc,1,1.6866114664214047,0,1.1790149675952444
mis-05-changing-weather,mission-integration,moderate,vehicle-c-azimuth,mpc,1,0.015644831637648515,0,2.150351773322579
mis-06-grounded-depth-hazard,mission-integration,complex,vehicle-a-otter,mpc,1,1.059583434881545,0,2.1879400553747947
mis-06-grounded-depth-hazard,mission-integration,complex,vehicle-b-rudder,mpc,1,2.52257672829845,0,1.5660449594173798
mis-06-grounded-depth-hazard,mission-integration,complex,vehicle-c-azimuth,mpc,1,0.024211007736055556,0,2.1503784683599716
man-01-straight-acceleration,maneuvering,simple,vehicle-a-otter,ppo,5,-0.6685136693844882,0,2.182598128384029
man-01-straight-acceleration,maneuvering,simple,vehicle-b-rudder,ppo,5,-20.84321046780861,0,22.867627994412505
man-01-straight-acceleration,maneuvering,simple,vehicle-c-azimuth,ppo,5,-0.1772660239358661,0,2.1510467167114573
man-02-coast-down,maneuvering,simple,vehicle-a-otter,ppo,5,-0.3017705412079419,0,2.1658104838131296
man-02-coast-down,maneuvering,simple,vehicle-b-rudder,ppo,5,-17.079813823065546,0,15.586957021252834
man-02-coast-down,maneuvering,simple,vehicle-c-azimuth,ppo,5,-0.1741992619738486,0,2.151025521095516
man-03-turning-circle,maneuvering,moderate,vehicle-a-otter,ppo,5,0.08150184322068199,0,2.1570401255913545
man-03-turning-circle,maneuvering,moderate,vehicle-b-rudder,ppo,5,-4.6453985379726515,0,2.922447430319336
man-03-turning-circle,maneuvering,moderate,vehicle-c-azimuth,ppo,5,-0.16909882772915807,0,2.1509923388268546
man-04-zig-zag,maneuvering,moderate,vehicle-a-otter,ppo,5,0.08150184322068199,0,2.1570401255913545
man-04-zig-zag,maneuvering,moderate,vehicle-b-rudder,ppo,5,-4.6453985379726515,0,2.922447430319336
man-04-zig-zag,maneuvering,moderate,vehicle-c-azimuth,ppo,5,-0.16909882772915807,0,2.1509923388268546
man-05-reverse,maneuvering,moderate,vehicle-a-otter,ppo,5,0.34361867601931095,0,2.15667314898397
man-05-reverse,maneuvering,moderate,vehicle-b-rudder,ppo,5,0.8791420986364376,0,2.1747245602339795
man-05-reverse,maneuvering,moderate,vehicle-c-azimuth,ppo,5,-0.10672488770434008,0,2.150434958210915
man-06-crash-stop,maneuvering,moderate,vehicle-a-otter,ppo,5,0.46093426411177063,0,2.158056843168317
man-06-crash-stop,maneuvering,moderate,vehicle-b-rudder,ppo,5,2.6491768483982314,0,2.367681166717932
man-06-crash-stop,maneuvering,moderate,vehicle-c-azimuth,ppo,5,-0.05019711219794587,0,2.1501947280101037
env-01-beam-current,environment,simple,vehicle-a-otter,ppo,5,0.00006864746892887297,0,0.02150006759340128
env-01-beam-current,environment,simple,vehicle-b-rudder,ppo,5,-0.000010571157011529664,0,0.021500012400834226
env-01-beam-current,environment,simple,vehicle-c-azimuth,ppo,5,-0.00002361310312526399,0,0.021500023422935936
env-02-following-current,environment,moderate,vehicle-a-otter,ppo,5,0.00003790471056852596,0,0.021500056117659257
env-02-following-current,environment,moderate,vehicle-b-rudder,ppo,5,0.000008243384399531095,0,0.02150001205057286
env-02-following-current,environment,moderate,vehicle-c-azimuth,ppo,5,-0.0209028714509345,0,2.1502513507369256
env-03-crosswind,environment,moderate,vehicle-a-otter,ppo,5,0.00003790471056852596,0,0.021500056117659257
env-03-crosswind,environment,moderate,vehicle-b-rudder,ppo,5,0.000008243384399531095,0,0.02150001205057286
env-03-crosswind,environment,moderate,vehicle-c-azimuth,ppo,5,-0.0209028714509345,0,2.1502513507369256
env-04-gust-front,environment,moderate,vehicle-a-otter,ppo,5,0.38771535351594855,0,1.2138974734988996
env-04-gust-front,environment,moderate,vehicle-b-rudder,ppo,5,0.9665627046490698,0,0.851815218613259
env-04-gust-front,environment,moderate,vehicle-c-azimuth,ppo,5,0.004187994959099051,0,2.1503179006387385
